Demanda,Canal,Semana,Temporada,Demanda_m3s,Provisto_m3s,Deficit_m3s
1,1,17,5,0.0,0.0,0.0
1,1,17,6,0.0,0.0,0.0
1,1,18,1,0.0,0.0,0.0
1,1,18,2,0.0,0.0,0.0
1,1,18,3,0.0,0.0,0.0
1,1,18,4,0.0,0.0,0.0
1,1,18,5,0.0,0.0,0.0
1,1,18,6,0.0,0.0,0.0
1,1,19,1,0.0,0.0,0.0
1,1,19,2,0.0,0.0,0.0
1,1,19,3,0.0,0.0,0.0
1,1,19,4,0.0,0.0,0.0
1,1,19,5,0.0,0.0,0.0
1,1,19,6,0.0,0.0,0.0
1,1,20,1,0.0,0.0,0.0
1,1,20,2,0.0,0.0,0.0
1,1,20,3,0.0,0.0,0.0
1,1,20,4,0.0,0.0,0.0
1,1,20,5,0.0,0.0,0.0
1,1,20,6,0.0,0.0,0.0
1,1,21,1,12.454559999999999,12.454559999999999,0.0
1,1,21,2,12.454559999999999,12.454559999999999,0.0
1,1,21,3,12.454559999999999,12.454559999999999,0.0
1,1,21,4,12.454559999999999,12.454559999999999,0.0
1,1,21,5,12.454559999999999,12.454559999999999,0.0
1,1,21,6,12.454559999999999,12.454559999999999,0.0
1,1,22,1,12.454559999999999,12.454559999999999,0.0
1,1,22,2,12.454559999999999,12.454559999999999,0.0
1,1,22,3,12.454559999999999,12.454559999999999,0.0
1,1,22,4,12.454559999999999,12.454559999999999,0.0
1,1,22,5,12.454559999999999,12.454559999999999,0.0
1,1,22,6,12.454559999999999,12.454559999999999,0.0
1,1,23,1,12.454559999999999,12.454559999999999,0.0
1,1,23,2,12.454559999999999,12.454559999999999,0.0
1,1,23,3,12.454559999999999,12.454559999999999,0.0
1,1,23,4,12.454559999999999,12.454559999999999,0.0
1,1,23,5,12.454559999999999,12.454559999999999,0.0
1,1,23,6,12.454559999999999,12.454559999999999,0.0
1,1,24,1,12.454559999999999,12.454559999999999,0.0
1,1,24,2,12.454559999999999,12.454559999999999,0.0
1,1,24,3,12.454559999999999,12.454559999999999,0.0
1,1,24,4,12.454559999999999,12.454559999999999,0.0
1,1,24,5,12.454559999999999,12.454559999999999,0.0
1,1,24,6,12.454559999999999,12.454559999999999,0.0
1,1,25,1,12.454559999999999,12.454559999999999,0.0
1,1,25,2,12.454559999999999,12.454559999999999,0.0
1,1,25,3,12.454559999999999,12.454559999999999,0.0
1,1,25,4,12.454559999999999,12.454559999999999,0.0
1,1,25,5,12.454559999999999,12.454559999999999,0.0
1,1,25,6,12.454559999999999,12.454559999999999,0.0
1,1,26,1,12.454559999999999,12.454559999999999,0.0
1,1,26,2,12.454559999999999,12.454559999999999,0.0
1,1,26,3,12.454559999999999,12.454559999999999,0.0
1,1,26,4,12.454559999999999,12.454559999999999,0.0
1,1,26,5,12.454559999999999,12.454559999999999,0.0
1,1,26,6,12.454559999999999,12.454559999999999,0.0
1,1,27,1,12.454559999999999,12.454559999999999,0.0
1,1,27,2,12.454559999999999,12.454559999999999,0.0
1,1,27,3,12.454559999999999,12.454559999999999,0.0
1,1,27,4,12.454559999999999,12.454559999999999,0.0
1,1,27,5,12.454559999999999,12.454559999999999,0.0
1,1,27,6,12.454559999999999,12.454559999999999,0.0
1,1,28,1,12.454559999999999,12.454559999999999,0.0
1,1,28,2,12.454559999999999,12.454559999999999,0.0
1,1,28,3,12.454559999999999,12.454559999999999,0.0
1,1,28,4,12.454559999999999,12.454559999999999,0.0
1,1,28,5,12.454559999999999,12.454559999999999,0.0
1,1,28,6,12.454559999999999,12.454559999999999,0.0
1,1,29,1,12.454559999999999,12.454559999999999,0.0
1,1,29,2,12.454559999999999,12.454559999999999,0.0
1,1,29,3,12.454559999999999,12.454559999999999,0.0
1,1,29,4,12.454559999999999,12.454559999999999,0.0
1,1,29,5,12.454559999999999,12.454559999999999,0.0
1,1,29,6,12.454559999999999,12.454559999999999,0.0
1,1,30,1,12.454559999999999,12.454559999999999,0.0
1,1,30,2,12.454559999999999,12.454559999999999,0.0
1,1,30,3,12.454559999999999,12.454559999999999,0.0
1,1,30,4,12.454559999999999,12.454559999999999,0.0
1,1,30,5,12.454559999999999,12.454559999999999,0.0
1,1,30,6,12.454559999999999,12.454559999999999,0.0
1,1,31,1,12.454559999999999,12.454559999999999,0.0
1,1,31,2,12.454559999999999,12.454559999999999,0.0
1,1,31,3,12.454559999999999,12.454559999999999,0.0
1,1,31,4,12.454559999999999,12.454559999999999,0.0
1,1,31,5,12.454559999999999,12.454559999999999,0.0
1,1,31,6,12.454559999999999,12.454559999999999,0.0
1,1,32,1,12.454559999999999,12.454559999999999,0.0
1,1,32,2,12.454559999999999,12.454559999999999,0.0
1,1,32,3,12.454559999999999,12.454559999999999,0.0
1,1,32,4,12.454559999999999,12.454559999999999,0.0
1,1,32,5,12.454559999999999,12.454559999999999,0.0
1,1,32,6,12.454559999999999,12.454559999999999,0.0
1,1,33,1,12.454559999999999,12.454559999999999,0.0
1,1,33,2,12.454559999999999,12.454559999999999,0.0
1,1,33,3,12.454559999999999,12.454559999999999,0.0
1,1,33,4,12.454559999999999,12.454559999999999,0.0
1,1,33,5,12.454559999999999,12.454559999999999,0.0
1,1,33,6,12.454559999999999,12.454559999999999,0.0
1,1,34,1,12.454559999999999,12.454559999999999,0.0
1,1,34,2,12.454559999999999,12.454559999999999,0.0
1,1,34,3,12.454559999999999,12.454559999999999,0.0
1,1,34,4,12.454559999999999,12.454559999999999,0.0
1,1,34,5,12.454559999999999,12.454559999999999,0.0
1,1,34,6,12.454559999999999,12.454559999999999,0.0
1,1,35,1,12.454559999999999,12.454559999999999,0.0
1,1,35,2,12.454559999999999,12.454559999999999,0.0
1,1,35,3,12.454559999999999,12.454559999999999,0.0
1,1,35,4,12.454559999999999,12.454559999999999,0.0
1,1,35,5,12.454559999999999,12.454559999999999,0.0
1,1,35,6,12.454559999999999,12.454559999999999,0.0
1,1,36,1,12.454559999999999,12.454559999999999,0.0
1,1,36,2,12.454559999999999,12.454559999999999,0.0
1,1,36,3,12.454559999999999,12.454559999999999,0.0
1,1,36,4,12.454559999999999,12.454559999999999,0.0
1,1,36,5,12.454559999999999,12.454559999999999,0.0
1,1,36,6,12.454559999999999,12.454559999999999,0.0
1,1,37,1,12.454559999999999,12.454559999999999,0.0
1,1,37,2,12.454559999999999,12.454559999999999,0.0
1,1,37,3,12.454559999999999,12.454559999999999,0.0
1,1,37,4,12.454559999999999,12.454559999999999,0.0
1,1,37,5,12.454559999999999,12.454559999999999,0.0
1,1,37,6,12.454559999999999,12.454559999999999,0.0
1,1,38,1,12.454559999999999,12.454559999999999,0.0
1,1,38,2,12.454559999999999,12.454559999999999,0.0
1,1,38,3,12.454559999999999,12.454559999999999,0.0
1,1,38,4,12.454559999999999,12.454559999999999,0.0
1,1,38,5,12.454559999999999,12.454559999999999,0.0
1,1,38,6,12.454559999999999,12.454559999999999,0.0
1,1,39,1,12.454559999999999,12.454559999999999,0.0
1,1,39,2,12.454559999999999,12.454559999999999,0.0
1,1,39,3,12.454559999999999,12.454559999999999,0.0
1,1,39,4,12.454559999999999,12.454559999999999,0.0
1,1,39,5,12.454559999999999,12.454559999999999,0.0
1,1,39,6,12.454559999999999,12.454559999999999,0.0
1,1,40,1,12.454559999999999,12.454559999999999,0.0
1,1,40,2,12.454559999999999,12.454559999999999,0.0
1,1,40,3,12.454559999999999,12.454559999999999,0.0
1,1,40,4,12.454559999999999,12.454559999999999,0.0
1,1,40,5,12.454559999999999,12.454559999999999,0.0
1,1,40,6,12.454559999999999,12.454559999999999,0.0
1,1,41,1,12.454559999999999,12.454559999999999,0.0
1,1,41,2,12.454559999999999,12.454559999999999,0.0
1,1,41,3,12.454559999999999,12.454559999999999,0.0
1,1,41,4,12.454559999999999,12.454559999999999,0.0
1,1,41,5,12.454559999999999,12.454559999999999,0.0
1,1,41,6,12.454559999999999,12.454559999999999,0.0
1,1,42,1,12.454559999999999,12.454559999999999,0.0
1,1,42,2,12.454559999999999,12.454559999999999,0.0
1,1,42,3,12.454559999999999,12.454559999999999,0.0
1,1,42,4,12.454559999999999,12.454559999999999,0.0
1,1,42,5,12.454559999999999,12.454559999999999,0.0
1,1,42,6,12.454559999999999,12.454559999999999,0.0
1,1,43,1,12.454559999999999,12.454559999999999,0.0
1,1,43,2,12.454559999999999,12.454559999999999,0.0
1,1,43,3,12.454559999999999,12.454559999999999,0.0
1,1,43,4,12.454559999999999,12.454559999999999,0.0
1,1,43,5,12.454559999999999,12.454559999999999,0.0
1,1,43,6,12.454559999999999,12.454559999999999,0.0
1,1,44,1,12.454559999999999,12.454559999999999,0.0
1,1,44,2,12.454559999999999,12.454559999999999,0.0
1,1,44,3,12.454559999999999,12.454559999999999,0.0
1,1,44,4,12.454559999999999,12.454559999999999,0.0
1,1,44,5,12.454559999999999,12.454559999999999,0.0
1,1,44,6,12.454559999999999,12.454559999999999,0.0
1,1,45,1,12.454559999999999,12.454559999999999,0.0
1,1,45,2,12.454559999999999,12.454559999999999,0.0
1,1,45,3,12.454559999999999,12.454559999999999,0.0
1,1,45,4,12.454559999999999,12.454559999999999,0.0
1,1,45,5,12.454559999999999,12.454559999999999,0.0
1,1,45,6,12.454559999999999,12.454559999999999,0.0
1,1,46,1,12.454559999999999,12.454559999999999,0.0
1,1,46,2,12.454559999999999,12.454559999999999,0.0
1,1,46,3,12.454559999999999,12.454559999999999,0.0
1,1,46,4,12.454559999999999,12.454559999999999,0.0
1,1,46,5,12.454559999999999,12.454559999999999,0.0
1,1,46,6,12.454559999999999,12.454559999999999,0.0
1,1,47,1,12.454559999999999,12.454559999999999,0.0
1,1,47,2,12.454559999999999,12.454559999999999,0.0
1,1,47,3,12.454559999999999,12.454559999999999,0.0
1,1,47,4,12.454559999999999,12.454559999999999,0.0
1,1,47,5,12.454559999999999,12.454559999999999,0.0
1,1,47,6,12.454559999999999,12.454559999999999,0.0
1,1,48,1,12.454559999999999,12.454559999999999,0.0
1,1,48,2,12.454559999999999,12.454559999999999,0.0
1,1,48,3,12.454559999999999,12.454559999999999,0.0
1,1,48,4,12.454559999999999,12.454559999999999,0.0
1,1,48,5,12.454559999999999,12.454559999999999,0.0
1,1,48,6,12.454559999999999,12.454559999999999,0.0
1,2,1,1,0.0,20.0,0.0
1,2,1,2,0.0,20.0,0.0
1,2,1,3,0.0,20.0,0.0
1,2,1,4,0.0,20.0,0.0
1,2,1,5,0.0,20.0,0.0
1,2,1,6,0.0,20.0,0.0
1,2,2,1,0.0,20.0,0.0
1,2,2,2,0.0,20.0,0.0
1,2,2,3,0.0,20.0,0.0
1,2,2,4,0.0,20.0,0.0
1,2,2,5,0.0,20.0,0.0
1,2,2,6,0.0,20.0,0.0
1,2,3,1,0.0,20.0,0.0
1,2,3,2,0.0,20.0,0.0
1,2,3,3,0.0,20.0,0.0
1,2,3,4,0.0,20.0,0.0
1,2,3,5,0.0,20.0,0.0
1,2,3,6,0.0,20.0,0.0
1,2,4,1,0.0,20.0,0.0
1,2,4,2,0.0,20.0,0.0
1,2,4,3,0.0,20.0,0.0
1,2,4,4,0.0,20.0,0.0
1,2,4,5,0.0,20.0,0.0
1,2,4,6,0.0,20.0,0.0
1,2,5,1,0.0,20.0,0.0
1,2,5,2,0.0,20.0,0.0
1,2,5,3,0.0,20.0,0.0
1,2,5,4,0.0,20.0,0.0
1,2,5,5,0.0,20.0,0.0
1,2,5,6,0.0,20.0,0.0
1,2,6,1,0.0,20.0,0.0
1,2,6,2,0.0,20.0,0.0
1,2,6,3,0.0,20.0,0.0
1,2,6,4,0.0,20.0,0.0
1,2,6,5,0.0,20.0,0.0
1,2,6,6,0.0,20.0,0.0
1,2,7,1,0.0,20.0,0.0
1,2,7,2,0.0,20.0,0.0
1,2,7,3,0.0,20.0,0.0
1,2,7,4,0.0,20.0,0.0
1,2,7,5,0.0,20.0,0.0
1,2,7,6,0.0,20.0,0.0
1,2,8,1,0.0,20.0,0.0
1,2,8,2,0.0,20.0,0.0
1,2,8,3,0.0,20.0,0.0
1,2,8,4,0.0,20.0,0.0
1,2,8,5,0.0,20.0,0.0
1,2,8,6,0.0,20.0,0.0
1,2,9,1,0.0,20.0,0.0
1,2,9,2,0.0,20.0,0.0
1,2,9,3,0.0,20.0,0.0
1,2,9,4,0.0,20.0,0.0
1,2,9,5,0.0,20.0,0.0
1,2,9,6,0.0,20.0,0.0
1,2,10,1,0.0,20.0,0.0
1,2,10,2,0.0,20.0,0.0
1,2,10,3,0.0,20.0,0.0
1,2,10,4,0.0,20.0,0.0
1,2,10,5,0.0,20.0,0.0
1,2,10,6,0.0,20.0,0.0
1,2,11,1,0.0,20.0,0.0
1,2,11,2,0.0,20.0,0.0
1,2,11,3,0.0,20.0,0.0
1,2,11,4,0.0,20.0,0.0
1,2,11,5,0.0,20.0,0.0
1,2,11,6,0.0,20.0,0.0
1,2,12,1,0.0,20.0,0.0
1,2,12,2,0.0,20.0,0.0
1,2,12,3,0.0,20.0,0.0
1,2,12,4,0.0,20.0,0.0
1,2,12,5,0.0,20.0,0.0
1,2,12,6,0.0,20.0,0.0
1,2,13,1,0.0,20.0,0.0
1,2,13,2,0.0,20.0,0.0
1,2,13,3,0.0,20.0,0.0
1,2,13,4,0.0,20.0,0.0
1,2,13,5,0.0,20.0,0.0
1,2,13,6,0.0,20.0,0.0
1,2,14,1,0.0,20.0,0.0
1,2,14,2,0.0,20.0,0.0
1,2,14,3,0.0,20.0,0.0
1,2,14,4,0.0,20.0,0.0
1,2,14,5,0.0,20.0,0.0
1,2,14,6,0.0,20.0,0.0
1,2,15,1,0.0,20.0,0.0
1,2,15,2,0.0,20.0,0.0
1,2,15,3,0.0,20.0,0.0
1,2,15,4,0.0,20.0,0.0
1,2,15,5,0.0,20.0,0.0
1,2,15,6,0.0,20.0,0.0
1,2,16,1,0.0,20.0,0.0
1,2,16,2,0.0,20.0,0.0
1,2,16,3,0.0,20.0,0.0
1,2,16,4,0.0,20.0,0.0
1,2,16,5,0.0,20.0,0.0
1,2,16,6,0.0,20.0,0.0
1,2,17,1,0.0,20.0,0.0
1,2,17,2,0.0,20.0,0.0
1,2,17,3,0.0,20.0,0.0
1,2,17,4,0.0,20.0,0.0
1,2,17,5,0.0,20.0,0.0
1,2,17,6,0.0,20.0,0.0
1,2,18,1,0.0,20.0,0.0
1,2,18,2,0.0,20.0,0.0
1,2,18,3,0.0,20.0,0.0
1,2,18,4,0.0,20.0,0.0
1,2,18,5,0.0,20.0,0.0
1,2,18,6,0.0,20.0,0.0
1,2,19,1,0.0,20.0,0.0
1,2,19,2,0.0,20.0,0.0
1,2,19,3,0.0,20.0,0.0
1,2,19,4,0.0,20.0,0.0
1,2,19,5,0.0,20.0,0.0
1,2,19,6,0.0,20.0,0.0
1,2,20,1,0.0,20.0,0.0
1,2,20,2,0.0,20.0,0.0
1,2,20,3,0.0,20.0,0.0
1,2,20,4,0.0,20.0,0.0
1,2,20,5,0.0,20.0,0.0
1,2,20,6,0.0,20.0,0.0
1,2,21,1,0.0,20.0,0.0
1,2,21,2,0.0,20.0,0.0
1,2,21,3,0.0,20.0,0.0
1,2,21,4,0.0,20.0,0.0
1,2,21,5,0.0,20.0,0.0
1,2,21,6,0.0,20.0,0.0
1,2,22,1,0.0,20.0,0.0
1,2,22,2,0.0,20.0,0.0
1,2,22,3,0.0,20.0,0.0
1,2,22,4,0.0,20.0,0.0
1,2,22,5,0.0,20.0,0.0
1,2,22,6,0.0,20.0,0.0
1,2,23,1,0.0,20.0,0.0
1,2,23,2,0.0,20.0,0.0
1,2,23,3,0.0,20.0,0.0
1,2,23,4,0.0,20.0,0.0
1,2,23,5,0.0,20.0,0.0
1,2,23,6,0.0,20.0,0.0
1,2,24,1,0.0,20.0,0.0
1,2,24,2,0.0,20.0,0.0
1,2,24,3,0.0,20.0,0.0
1,2,24,4,0.0,20.0,0.0
1,2,24,5,0.0,20.0,0.0
1,2,24,6,0.0,20.0,0.0
1,2,25,1,0.0,20.0,0.0
1,2,25,2,0.0,20.0,0.0
1,2,25,3,0.0,20.0,0.0
1,2,25,4,0.0,20.0,0.0
1,2,25,5,0.0,20.0,0.0
1,2,25,6,0.0,20.0,0.0
1,2,26,1,0.0,20.0,0.0
1,2,26,2,0.0,20.0,0.0
1,2,26,3,0.0,20.0,0.0
1,2,26,4,0.0,20.0,0.0
1,2,26,5,0.0,20.0,0.0
1,2,26,6,0.0,20.0,0.0
1,2,27,1,0.0,20.0,0.0
1,2,27,2,0.0,20.0,0.0
1,2,27,3,0.0,20.0,0.0
1,2,27,4,0.0,20.0,0.0
1,2,27,5,0.0,20.0,0.0
1,2,27,6,0.0,20.0,0.0
1,2,28,1,0.0,20.0,0.0
1,2,28,2,0.0,20.0,0.0
1,2,28,3,0.0,20.0,0.0
1,2,28,4,0.0,20.0,0.0
1,2,28,5,0.0,20.0,0.0
1,2,28,6,0.0,20.0,0.0
1,2,29,1,0.0,20.0,0.0
1,2,29,2,0.0,20.0,0.0
1,2,29,3,0.0,20.0,0.0
1,2,29,4,0.0,20.0,0.0
1,2,29,5,0.0,20.0,0.0
1,2,29,6,0.0,20.0,0.0
1,2,30,1,0.0,20.0,0.0
1,2,30,2,0.0,20.0,0.0
1,2,30,3,0.0,20.0,0.0
1,2,30,4,0.0,20.0,0.0
1,2,30,5,0.0,20.0,0.0
1,2,30,6,0.0,20.0,0.0
1,2,31,1,0.0,20.0,0.0
1,2,31,2,0.0,20.0,0.0
1,2,31,3,0.0,20.0,0.0
1,2,31,4,0.0,20.0,0.0
1,2,31,5,0.0,20.0,0.0
1,2,31,6,0.0,20.0,0.0
1,2,32,1,0.0,20.0,0.0
1,2,32,2,0.0,20.0,0.0
1,2,32,3,0.0,20.0,0.0
1,2,32,4,0.0,20.0,0.0
1,2,32,5,0.0,20.0,0.0
1,2,32,6,0.0,20.0,0.0
1,2,33,1,0.0,20.0,0.0
1,2,33,2,0.0,20.0,0.0
1,2,33,3,0.0,20.0,0.0
1,2,33,4,0.0,20.0,0.0
1,2,33,5,0.0,20.0,0.0
1,2,33,6,0.0,20.0,0.0
1,2,34,1,0.0,20.0,0.0
1,2,34,2,0.0,20.0,0.0
1,2,34,3,0.0,20.0,0.0
1,2,34,4,0.0,20.0,0.0
1,2,34,5,0.0,20.0,0.0
1,2,34,6,0.0,20.0,0.0
1,2,35,1,0.0,20.0,0.0
1,2,35,2,0.0,20.0,0.0
1,2,35,3,0.0,20.0,0.0
1,2,35,4,0.0,20.0,0.0
1,2,35,5,0.0,20.0,0.0
1,2,35,6,0.0,20.0,0.0
1,2,36,1,0.0,20.0,0.0
1,2,36,2,0.0,20.0,0.0
1,2,36,3,0.0,20.0,0.0
1,2,36,4,0.0,20.0,0.0
1,2,36,5,0.0,20.0,0.0
1,2,36,6,0.0,20.0,0.0
1,2,37,1,0.0,20.0,0.0
1,2,37,2,0.0,20.0,0.0
1,2,37,3,0.0,20.0,0.0
1,2,37,4,0.0,20.0,0.0
1,2,37,5,0.0,20.0,0.0
1,2,37,6,0.0,20.0,0.0
1,2,38,1,0.0,20.0,0.0
1,2,38,2,0.0,20.0,0.0
1,2,38,3,0.0,20.0,0.0
1,2,38,4,0.0,20.0,0.0
1,2,38,5,0.0,20.0,0.0
1,2,38,6,0.0,20.0,0.0
1,2,39,1,0.0,20.0,0.0
1,2,39,2,0.0,20.0,0.0
1,2,39,3,0.0,20.0,0.0
1,2,39,4,0.0,20.0,0.0
1,2,39,5,0.0,20.0,0.0
1,2,39,6,0.0,20.0,0.0
1,2,40,1,0.0,20.0,0.0
1,2,40,2,0.0,20.0,0.0
1,2,40,3,0.0,20.0,0.0
1,2,40,4,0.0,20.0,0.0
1,2,40,5,0.0,20.0,0.0
1,2,40,6,0.0,20.0,0.0
1,2,41,1,0.0,20.0,0.0
1,2,41,2,0.0,20.0,0.0
1,2,41,3,0.0,20.0,0.0
1,2,41,4,0.0,20.0,0.0
1,2,41,5,0.0,20.0,0.0
1,2,41,6,0.0,20.0,0.0
1,2,42,1,0.0,20.0,0.0
1,2,42,2,0.0,20.0,0.0
1,2,42,3,0.0,20.0,0.0
1,2,42,4,0.0,20.0,0.0
1,2,42,5,0.0,20.0,0.0
1,2,42,6,0.0,20.0,0.0
1,2,43,1,0.0,20.0,0.0
1,2,43,2,0.0,20.0,0.0
1,2,43,3,0.0,20.0,0.0
1,2,43,4,0.0,20.0,0.0
1,2,43,5,0.0,20.0,0.0
1,2,43,6,0.0,20.0,0.0
1,2,44,1,0.0,20.0,0.0
1,2,44,2,0.0,20.0,0.0
1,2,44,3,0.0,20.0,0.0
1,2,44,4,0.0,20.0,0.0
1,2,44,5,0.0,20.0,0.0
1,2,44,6,0.0,20.0,0.0
1,2,45,1,0.0,20.0,0.0
1,2,45,2,0.0,20.0,0.0
1,2,45,3,0.0,20.0,0.0
1,2,45,4,0.0,20.0,0.0
1,2,45,5,0.0,20.0,0.0
1,2,45,6,0.0,20.0,0.0
1,2,46,1,0.0,20.0,0.0
1,2,46,2,0.0,20.0,0.0
1,2,46,3,0.0,20.0,0.0
1,2,46,4,0.0,20.0,0.0
1,2,46,5,0.0,20.0,0.0
1,2,46,6,0.0,20.0,0.0
1,2,47,1,0.0,20.0,0.0
1,2,47,2,0.0,20.0,0.0
1,2,47,3,0.0,20.0,0.0
1,2,47,4,0.0,20.0,0.0
1,2,47,5,0.0,20.0,0.0
1,2,47,6,0.0,20.0,0.0
1,2,48,1,0.0,20.0,0.0
1,2,48,2,0.0,20.0,0.0
1,2,48,3,0.0,20.0,0.0
1,2,48,4,0.0,20.0,0.0
1,2,48,5,0.0,20.0,0.0
1,2,48,6,0.0,20.0,0.0
1,3,1,1,0.0,139.63285226325274,0.0
1,3,1,2,0.0,137.90211615999522,0.0
1,3,1,3,0.0,132.53734902094834,0.0
1,3,1,4,0.0,83.40125602849922,0.0
1,3,1,5,0.0,103.8126659273971,0.0
1,3,1,6,0.0,94.29626935304758,0.0
1,3,2,1,0.0,130.09912611255822,0.0
1,3,2,2,0.0,128.68028970567403,0.0
1,3,2,3,0.0,132.9058986324814,0.0
1,3,2,4,0.0,79.78838000040473,0.0
1,3,2,5,0.0,82.05931775594497,0.0
1,3,2,6,0.0,86.44737191210244,0.0
1,3,3,1,0.0,124.49466512946418,0.0
1,3,3,2,0.0,131.42863375317555,0.0
1,3,3,3,0.0,94.9282152945958,0.0
1,3,3,4,0.0,86.55604800575915,0.0
1,3,3,5,0.0,79.23928323105719,0.0
1,3,3,6,0.0,90.46016678513956,0.0
1,3,4,1,0.0,138.6213709477669,0.0
1,3,4,2,0.0,125.99956365926113,0.0
1,3,4,3,0.0,140.43097294278743,0.0
1,3,4,4,0.0,139.7330729472317,0.0
1,3,4,5,0.0,82.20040478276454,0.0
1,3,4,6,0.0,88.10483221173286,0.0
1,3,5,1,0.0,137.1110103756291,0.0
1,3,5,2,0.0,125.8732009006834,0.0
1,3,5,3,0.0,89.21311594311555,0.0
1,3,5,4,0.0,89.5989595889065,0.0
1,3,5,5,0.0,98.75326456257635,0.0
1,3,5,6,0.0,92.68526813902322,0.0
1,3,6,1,0.0,130.94790154004338,0.0
1,3,6,2,0.0,127.72139599826215,0.0
1,3,6,3,0.0,134.54313308786448,0.0
1,3,6,4,0.0,91.80475209176902,0.0
1,3,6,5,0.0,118.77501734422643,0.0
