Semana,Temporada,Canal,Demanda,Demanda_m3s,Provisto_m3s,Deficit_m3s,Incumplimiento
6,1,2,3,11.636711653626481,11.48969283191404,0.1470188217124413,1
6,1,3,3,12.325720972102502,10.39043580411155,1.9352851679909513,1
6,1,4,1,5.311831350612847,4.528085555020343,0.7837457955925036,1
7,1,1,1,10.950779307002549,8.87325399243186,2.077525314570689,1
7,1,1,2,9.963662472012363,9.160278116698322,0.8033843553140407,1
7,1,1,3,8.342438908169608,7.9602087191980715,0.38223018897153693,1
7,1,2,1,6.065982531337718,4.943942919360751,1.1220396119769669,1
7,1,2,2,12.281887562036033,11.042623776350782,1.2392637856852513,1
7,1,2,3,11.884023964277361,10.540718873879863,1.3433050903974983,1
7,1,3,3,7.464020332391068,7.1939755365986295,0.27004479579243856,1
7,1,4,1,12.994158789689791,12.20072628233574,0.7934325073540514,1
8,1,1,1,7.721451372299627,7.088648576373629,0.6328027959259979,1
8,1,1,2,8.609738969400269,7.045490724643974,1.5642482447562944,1
8,1,1,3,14.173135754622429,11.726338409653147,2.4467973449692817,1
8,1,2,1,14.502373538208024,12.895527294493116,1.6068462437149087,1
8,1,2,2,6.8513292883861965,6.223611797144472,0.6277174912417243,1
8,1,2,3,13.729458358764083,12.994176904453434,0.7352814543106483,1
8,1,3,3,13.065611478614498,12.17397068649477,0.8916407921197287,1
8,1,4,1,11.922765645178526,11.563164664246418,0.35960098093210746,1
9,1,1,1,7.49668008859186,6.7311565468341525,0.7655235417577071,1
9,1,1,2,7.212094418196022,7.1943065200574985,0.017787898138523772,0
9,1,1,3,14.440593396866133,11.666344027874413,2.77424936899172,1
9,1,2,1,12.055751725156885,11.875514179901991,0.18023754525489366,1
9,1,2,2,6.805753451273335,6.217661803612226,0.5880916476611091,1
9,1,2,3,14.154882975880419,11.42000665158108,2.7348763242993392,1
9,1,3,3,11.9742026724684,10.291465593721965,1.6827370787464346,1
9,1,4,1,14.243961953765304,14.161512902817362,0.08244905094794142,0
10,1,1,1,14.442664891134338,12.923915316466577,1.518749574667762,1
10,1,1,2,13.620426509893134,13.196965811258783,0.42346069863435076,1
10,1,1,3,8.191004732432557,7.910733900257001,0.2802708321755558,1
10,1,2,1,5.370076347154926,4.936464031915424,0.43361231523950217,1
10,1,2,2,7.30008837287703,6.016100482504966,1.2839878903720638,1
10,1,2,3,5.769532016292091,5.419077690036424,0.35045432625566697,1
10,1,3,3,8.398749637680663,7.936426642100564,0.4623229955800987,1
10,1,4,1,5.653563407989424,4.879353509761891,0.7742098982275323,1
11,1,1,1,10.394912923753372,9.95983002806184,0.4350828956915329,1
11,1,1,2,8.1875250293207,7.574920285499359,0.6126047438213407,1
11,1,1,3,13.85977748236187,12.794967335446437,1.064810146915434,1
11,1,2,1,7.329594747536338,5.899445366095587,1.430149381440751,1
11,1,2,2,13.700988739009299,11.019073382916742,2.6819153560925564,1
11,1,2,3,13.747016726841995,12.451874907257587,1.2951418195844084,1
11,1,3,3,14.390676985128962,13.811547893534158,0.5791290915948046,1
11,1,4,1,14.979341105333376,13.03415926693108,1.945181838402295,1
12,1,1,1,12.67188288931127,11.156150604819057,1.5157322844922128,1
12,1,1,2,9.798756203039089,9.068759572461655,0.7299966305774337,1
12,1,1,3,13.736771141863388,13.693042793667047,0.04372834819634086,0
12,1,2,1,12.682734138645182,11.205872316953265,1.4768618216919176,1
12,1,2,2,9.213570022770702,8.730009254865688,0.4835607679050131,1
12,1,2,3,7.387771457683023,6.073448666107411,1.314322791575612,1
12,1,3,3,8.546221576407765,7.327938874738157,1.218282701669608,1
12,1,4,1,7.9630812045599,6.742512461972931,1.2205687425869698,1
13,1,1,1,5.420931896363619,4.356124193672873,1.0648077026907465,1
13,1,1,2,14.877223897360315,13.17459445546103,1.7026294418992851,1
13,1,1,3,8.843266471596817,8.276673582787755,0.5665928888090619,1
13,1,2,1,7.182538878650641,7.11065773030681,0.07188114834383086,0
13,1,2,2,12.863450144155522,10.520786909440963,2.342663234714559,1
13,1,2,3,9.175807757849284,8.953970323598677,0.22183743425060776,1
13,1,3,3,14.447320222914103,12.908396039471453,1.5389241834426493,1
13,1,4,1,11.134113892107077,9.27924610961311,1.854867782493967,1
14,1,1,1,14.911686261369766,12.620272154429344,2.2914141069404224,1
14,1,1,2,14.427317741351256,13.416385918004403,1.0109318233468532,1
14,1,1,3,11.077367948788591,9.997742214960157,1.0796257338284345,1
14,1,2,1,7.306698117177587,6.103325901558812,1.2033722156187743,1
14,1,2,2,7.204862090701754,6.032542065997294,1.1723200247044598,1
14,1,2,3,12.795844735667533,11.132705479400594,1.6631392562669394,1
14,1,3,3,5.578426765633964,5.543955022631926,0.03447174300203759,0
14,1,4,1,13.837858849634257,13.637908108163659,0.1999507414705981,1
15,1,1,1,14.949078226464353,12.47917731793001,2.4699009085343437,1
15,1,1,2,8.962420189026588,8.52906651577069,0.4333536732558976,1
15,1,1,3,11.960206180537922,9.93629029846342,2.023915882074501,1
15,1,2,1,13.158331249906178,11.117317677953972,2.041013571952206,1
15,1,2,2,7.238176148226231,6.567884010579915,0.6702921376463156,1
15,1,2,3,10.929399348417032,10.011518243127282,0.9178811052897498,1
15,1,3,3,5.914868373977549,5.769907800337139,0.14496057364041004,1
15,1,4,1,7.65600042588706,6.323113599209624,1.332886826677436,1
16,1,1,1,13.887480798689772,13.764303005332781,0.12317779335699086,1
16,1,1,2,13.621276172654506,13.102349342129763,0.5189268305247428,1
16,1,1,3,11.552419806390217,10.514682964856386,1.0377368415338317,1
16,1,2,1,5.869867599114102,5.17540733552283,0.6944602635912718,1
16,1,2,2,8.72688517012314,7.434876424774785,1.2920087453483546,1
16,1,2,3,12.234201136885849,11.000689605879641,1.233511531006208,1
16,1,3,3,5.810462159076479,4.904242959859919,0.9062191992165607,1
16,1,4,1,11.83258763659596,9.64623512263044,2.18635251396552,1
17,1,1,1,13.512069140487688,12.147746133927185,1.364323006560502,1
17,1,1,2,9.80586577326648,9.00650686249506,0.799358910771419,1
17,1,1,3,13.246809659251491,11.51892020236427,1.7278894568872207,1
17,1,2,1,11.780161525590636,10.757012003684519,1.0231495219061166,1
17,1,2,2,7.670282701694213,7.48409423846133,0.18618846323288363,1
17,1,2,3,12.97426021606928,12.087993261376752,0.8862669546925286,1
17,1,3,3,13.505817290942419,13.147357235885334,0.3584600550570851,1
17,1,4,1,12.083629767150349,11.689735647743651,0.3938941194066974,1
18,1,1,1,11.974714616692836,11.208670021555632,0.7660445951372044,1
18,1,1,2,11.186113782151843,10.632885820883624,0.5532279612682185,1
18,1,1,3,6.586051052930737,6.42913280056819,0.15691825236254697,1
18,1,2,1,13.71843527745232,11.054993613832043,2.6634416636202776,1
18,1,2,2,13.258167505647627,10.948249662396812,2.3099178432508154,1
18,1,2,3,8.35118854259142,7.9227863603260555,0.42840218226536386,1
18,1,3,3,6.607598960483082,6.367038780042177,0.2405601804409052,1
18,1,4,1,13.32134177957742,12.009103648369077,1.3122381312083427,1
19,1,1,1,5.063858717168336,4.34179108430217,0.7220676328661657,1
19,1,1,2,11.169269183757422,11.127241855360023,0.04202732839739909,0
19,1,1,3,11.318135270166684,9.642606630964922,1.6755286392017616,1
19,1,2,1,11.340057030996114,10.29673862517327,1.043318405822843,1
19,1,2,2,12.798453951511437,10.512600517155171,2.285853434356266,1
19,1,2,3,12.61027902502028,11.453327736820993,1.156951288199286,1
19,1,3,3,14.629920038589946,12.704248521385061,1.9256715172048846,1
19,1,4,1,11.326218931339481,11.172246019705192,0.1539729116342894,1
20,1,1,1,6.025097279906793,5.949456385745334,0.07564089416145858,0
20,1,1,2,11.878857223008133,9.664251126314326,2.2146060966938066,1
20,1,1,3,8.009635669468162,7.542148619841533,0.46748704962662924,1
20,1,2,1,5.673506014687717,5.199394333226895,0.4741116814608226,1
20,1,2,2,8.458830569529567,7.817508288181018,0.6413222813485495,1
20,1,2,3,5.457420338125129,5.317204808764223,0.14021552936090576,1
20,1,3,3,14.734889691773969,14.643173417906617,0.09171627386735182,0
20,1,4,1,12.496518317429247,10.322339670470987,2.1741786469582607,1
21,1,1,1,12.582631959290225,10.127979191595163,2.4546527676950625,1
21,1,1,2,5.2212355152899725,4.514917446098849,0.7063180691911235,1
21,1,1,3,9.886431904046658,9.432461618143162,0.4539702859034964,1
21,1,2,1,11.832953766065053,10.521632234595913,1.3113215314691402,1
21,1,2,2,7.736266662816659,7.731817536102892,0.004449126713766738,0
21,1,2,3,9.261813022359728,8.245582861899942,1.016230160459786,1
21,1,3,3,6.636238211916692,6.363899669255463,0.27233854266122925,1
21,1,4,1,11.936822257814885,10.076515331809118,1.8603069260057676,1
22,1,1,1,5.8238104561584265,5.451668155092986,0.37214230106544033,1
22,1,1,2,11.545112142811352,9.867052090906263,1.6780600519050886,1
22,1,1,3,14.508635622504103,12.045237279953831,2.4633983425502723,1
22,1,2,1,9.32334801042602,9.218210330720996,0.10513767970502386,1
22,1,2,2,9.197273169261223,8.532358048674578,0.6649151205866453,1
22,1,2,3,8.975943979627942,7.673023242631155,1.3029207369967875,1
22,1,3,3,14.839776479598282,13.086706215521367,1.7530702640769142,1
22,1,4,1,13.940992036791345,11.793952695343302,2.1470393414480426,1
23,1,1,1,7.131047040250833,5.74924135412157,1.3818056861292627,1
23,1,1,2,11.516668253758851,10.062173731694534,1.4544945220643175,1
23,1,1,3,13.64358249839637,12.20612167891804,1.4374608194783303,1
23,1,2,1,14.681934279147217,12.290322109049399,2.391612170097819,1
23,1,2,2,13.686231679556109,13.074722233429268,0.6115094461268402,1
23,1,2,3,12.70921844644052,12.314681674357761,0.39453677208275906,1
23,1,3,3,12.610239909429989,11.667549625930503,0.9426902834994859,1
23,1,4,1,6.312448776823876,5.091022989847962,1.2214257869759138,1
24,1,1,1,14.208478478156868,13.11911532700881,1.0893631511480582,1
24,1,1,2,12.965372909761763,11.620921698158531,1.344451211603232,1
24,1,1,3,6.173081889623945,5.093021941035914,1.0800599485880307,1
24,1,2,1,11.855652872289713,10.504833761597373,1.3508191106923402,1
24,1,2,2,7.005247267003368,6.292946084609536,0.7123011823938317,1
24,1,2,3,5.642089370751341,5.170378428765571,0.4717109419857701,1
24,1,3,3,7.689934044350977,7.378582611555155,0.31135143279582245,1
24,1,4,1,8.103619589235738,7.22068185489141,0.8829377343443277,1
25,1,1,1,5.116205399081006,4.167094950961033,0.9491104481199732,1
25,1,1,2,8.924935564066848,7.99663308616221,0.928302477904638,1
25,1,1,3,11.000205481193037,9.441834044349823,1.5583714368432133,1
25,1,2,1,11.949818861265426,11.61551645799802,0.33430240326740623,1
25,1,2,2,12.798509888933499,10.340220296748575,2.458289592184924,1
25,1,2,3,9.805069472578289,8.049825115894679,1.75524435668361,1
25,1,3,3,7.4204501586252745,7.400656246243984,0.019793912381290468,0
25,1,4,1,6.4249554290151325,5.781031173209831,0.6439242558053015,1
26,1,1,1,11.18155734318119,10.516176344487949,0.6653809986932409,1
26,1,1,2,10.596486834869141,8.497896799103893,2.0985900357652483,1
26,1,1,3,8.264613082439919,7.467427750121687,0.7971853323182314,1
26,1,2,1,5.878664991448334,5.115175646270342,0.7634893451779918,1
26,1,2,2,5.332031087913665,4.349421468265354,0.9826096196483114,1
26,1,2,3,8.96923276201596,7.413457907452502,1.5557748545634578,1
26,1,3,3,10.67540848261558,10.012390822091316,0.6630176605242646,1
26,1,4,1,13.005866991090828,10.925319083849132,2.080547907241696,1
27,1,1,1,6.674825822590698,5.479455082247878,1.1953707403428204,1
27,1,1,2,11.364302495436366,10.697162768645157,0.6671397267912091,1
27,1,1,3,5.31586144825642,5.2480440760436124,0.06781737221280792,0
27,1,2,1,5.519712836514724,5.013330335275719,0.5063825012390053,1
27,1,2,2,12.090605194509164,11.778592917971636,0.31201227653752817,1
27,1,2,3,12.140869321324278,11.659430634616655,0.481438686707623,1
27,1,3,3,8.39450192542806,8.083611737588894,0.3108901878391652,1
27,1,4,1,5.801148463846752,5.679111625023405,0.12203683882334637,1
28,1,1,1,10.475923761537363,10.093128834950209,0.3827949265871542,1
28,1,1,2,9.523182845183001,8.844327889433993,0.6788549557490082,1
28,1,1,3,10.264026609361132,9.713032151174207,0.5509944581869242,1
28,1,2,1,5.816299820305896,4.723245019298597,1.0930548010072991,1
28,1,2,2,7.471032340101464,6.215218565044527,1.2558137750569376,1
28,1,2,3,13.717835665922017,11.575696823587446,2.142138842334571,1
28,1,3,3,14.758652558191313,12.801347634366358,1.957304923824955,1
28,1,4,1,6.821179156886993,6.534278324938605,0.28690083194838767,1
29,1,1,1,11.58707775500876,10.424188704757974,1.1628890502507865,1
29,1,1,2,10.553635509376313,9.960947092617202,0.5926884167591115,1
29,1,1,3,7.284547413312987,7.279206260851818,0.005341152461169507,0
29,1,2,1,14.747931621467831,13.716537047960019,1.0313945735078125,1
29,1,2,2,6.9954245092914515,6.548036671236382,0.44738783805506976,1
29,1,2,3,5.721984089791759,4.612665897820193,1.1093181919715658,1
29,1,3,3,7.576828885112137,6.7625061043973975,0.8143227807147397,1
29,1,4,1,13.682725054083805,12.9361109331563,0.7466141209275055,1
30,1,1,1,12.42706521199981,10.999178852491344,1.4278863595084665,1
30,1,1,2,8.45934992546963,7.3952292867757325,1.0641206386938968,1
30,1,1,3,14.876495637360579,12.020533352101635,2.8559622852589435,1
30,1,2,1,13.670314961224486,12.518386988079566,1.15192797314492,1
30,1,2,2,9.386154191895905,8.870399399418755,0.51575479247715,1
30,1,2,3,9.866689414247029,9.61691069486516,0.2497787193818688,1
30,1,3,3,14.007018640112586,12.387025488818479,1.619993151294107,1
30,1,4,1,7.768277972350516,7.1349307797856945,0.6333471925648215,1
31,1,1,1,14.12363345616691,11.893969873051487,2.229663583115423,1
31,1,1,2,11.229665835634828,10.402174713851661,0.8274911217831669,1
31,1,1,3,12.33113022415281,10.189379831041162,2.141750393111648,1
31,1,2,1,12.158249646820884,11.937048582123055,0.22120106469782996,1
31,1,2,2,6.79683108870242,5.760373242113206,1.0364578465892134,1
31,1,2,3,14.713950940416396,12.303737953035816,2.4102129873805804,1
31,1,3,3,13.543850933695792,12.168548328094928,1.3753026056008633,1
31,1,4,1,7.472310744031771,7.279151363754055,0.19315938027771562,1
32,1,1,1,9.453052550026655,8.53576114009393,0.9172914099327247,1
32,1,1,2,8.592333693997656,7.89283327113191,0.6995004228657455,1
32,1,1,3,6.635238725850227,5.827174852071537,0.80806387377869,1
32,1,2,1,14.694123223352875,12.513907472317788,2.180215751035087,1
32,1,2,2,11.567366645412921,10.00621185679682,1.5611547886161006,1
32,1,2,3,12.734731256866006,10.521113185062895,2.2136180718031113,1
32,1,3,3,14.698210450785448,13.092547196552786,1.6056632542326614,1
32,1,4,1,7.36050463346464,5.996598336625139,1.3639062968395006,1
33,1,1,1,6.697579050875407,6.054308662508241,0.6432703883671662,1
33,1,1,2,8.370031764312863,8.08358143171989,0.28645033259297215,1
33,1,1,3,9.308875236618059,7.91015021591134,1.3987250207067188,1
33,1,2,1,11.171449866040302,10.516305141811293,0.6551447242290092,1
33,1,2,2,6.670419079009498,5.559953346875242,1.1104657321342568,1
33,1,2,3,5.3667142693354295,5.083783255912371,0.2829310134230587,1
33,1,3,3,11.638045276218051,10.415191345267914,1.2228539309501372,1
33,1,4,1,13.441704489691972,12.919279614177487,0.5224248755144849,1
34,1,1,1,10.853543643967521,10.567598962744862,0.28594468122265937,1
34,1,1,2,7.058412100367683,5.80472463945924,1.2536874609084423,1
34,1,1,3,7.697496115169896,6.24588206273087,1.4516140524390257,1
34,1,2,1,10.31169528001032,10.180954723302007,0.13074055670831264,1
34,1,2,2,5.3934354066850965,4.4464667120938675,0.946968694591229,1
34,1,2,3,9.521990282834352,9.396061994723976,0.12592828811037649,1
34,1,3,3,8.161561049767505,7.357214411349496,0.8043466384180089,1
34,1,4,1,5.415728590503921,4.493260175334588,0.922468415169333,1
35,1,1,1,14.86630122958847,14.762590036375977,0.10371119321249189,1
35,1,1,2,5.049399809344096,5.00073549704479,0.04866431229930601,0
35,1,1,3,11.391199378155004,11.09028556988917,0.30091380826583425,1
35,1,2,1,9.54739855633859,8.622439000853163,0.9249595554854277,1
35,1,2,2,9.888465802569202,9.229625523195432,0.65884027937377,1
35,1,2,3,6.396512547563129,5.155555326793722,1.2409572207694062,1
35,1,3,3,8.079299415911908,7.602104907686037,0.47719450822587106,1
35,1,4,1,7.018534521229483,6.560129373184888,0.4584051480445952,1
36,1,1,1,14.699120461072704,12.035347955412087,2.663772505660617,1
36,1,1,2,11.726021182251262,10.42150184003982,1.3045193422114423,1
36,1,1,3,13.681422543775053,11.429870259614137,2.2515522841609155,1
36,1,2,1,11.926259522261645,11.540123708593088,0.38613581366855776,1
36,1,2,2,14.446142194740233,13.530973389981812,0.9151688047584212,1
36,1,2,3,9.971747640084274,9.209601463949227,0.7621461761350474,1
36,1,3,3,13.689049844787181,12.51346092856181,1.1755889162253705,1
36,1,4,1,5.303870596968369,5.230622760251799,0.07324783671657009,0
37,1,1,1,11.895267510315612,11.125675547878428,0.7695919624371843,1
37,1,1,2,7.156751523977172,6.668497137824535,0.4882543861526365,1
37,1,1,3,8.938644056541584,8.31514320116443,0.6235008553771539,1
37,1,2,1,6.065930303079908,5.6508329960500046,0.4150973070299031,1
37,1,2,2,14.994137257706665,12.139889391795146,2.8542478659115194,1
37,1,2,3,14.771741842213173,13.019541343638473,1.7522004985747,1
37,1,3,3,13.707534503372592,13.110942806231405,0.5965916971411875,1
37,1,4,1,10.670162609866678,10.112004716261167,0.5581578936055109,1
38,1,1,1,13.78515561301348,12.142351935101347,1.6428036779121324,1
38,1,1,2,8.270331615632387,7.720509029108625,0.5498225865237618,1
38,1,1,3,13.078459419412585,12.456670575769554,0.6217888436430314,1
38,1,2,1,12.978136488586344,11.513121133227699,1.465015355358645,1
38,1,2,2,13.178342161750216,10.859504941923104,2.3188372198271114,1
38,1,2,3,10.444890979608495,8.367942499905087,2.0769484797034075,1
38,1,3,3,8.245858299002702,7.201044616919079,1.044813682083623,1
38,1,4,1,8.961726916092553,8.415898969964491,0.5458279461280622,1
39,1,1,1,8.885581012703458,7.905845516901945,0.9797354958015134,1
39,1,1,2,7.375441308743275,6.450932383503714,0.9245089252395609,1
39,1,1,3,7.2726962726315145,5.924623362497728,1.3480729101337863,1
39,1,2,1,11.03448593381378,10.302265692340958,0.732220241472822,1
39,1,2,2,11.194903460096146,9.993676983012314,1.2012264770838321,1
39,1,2,3,8.797857801792297,8.557383578320898,0.24047422347139857,1
39,1,3,3,10.19081785136218,9.129305327609407,1.0615125237527732,1
39,1,4,1,5.256420658064357,4.563884952582229,0.6925357054821282,1
40,1,1,1,8.80195618785857,7.743649079121743,1.0583071087368268,1
40,1,1,2,10.801723692273324,9.794144408066082,1.0075792842072424,1
40,1,1,3,11.079050927934446,10.558076864057526,0.5209740638769205,1
40,1,2,1,13.129857387160936,12.389656625185385,0.7402007619755508,1
40,1,2,2,14.555236959549347,11.697265479887283,2.857971479662064,1
40,1,2,3,6.957779856835461,5.576748049304905,1.3810318075305554,1
40,1,3,3,11.474747141546029,11.240732408153798,0.23401473339223067,1
40,1,4,1,7.434822965762993,7.32632591735184,0.10849704841115315,1
41,1,1,1,5.602673902895608,5.52920719057823,0.07346671231737822,0
41,1,1,2,8.516226872396345,6.985726054849059,1.5305008175472858,1
41,1,1,3,9.858717591863257,8.393271606563495,1.4654459852997626,1
41,1,2,1,7.8487290196192285,6.761350348726327,1.0873786708929014,1
41,1,2,2,13.030258978326634,11.829289395894065,1.2009695824325686,1
41,1,2,3,8.113076991560035,7.480798588158349,0.6322784034016866,1
41,1,3,3,12.161506742231936,10.392309118388573,1.7691976238433629,1
41,1,4,1,9.135491015253514,7.531090674315619,1.6044003409378949,1
42,1,1,1,6.811493495346803,6.377080762646854,0.43441273269994873,1
42,1,1,2,6.8143834769562694,6.167239718437668,0.6471437585186015,1
42,1,1,3,12.090462617224327,9.930808382443654,2.159654234780673,1
42,1,2,1,10.673122196289036,9.086162945324176,1.5869592509648598,1
42,1,2,2,14.629268752375799,13.11819884588207,1.511069906493729,1
42,1,2,3,13.059925497751582,11.885123927690517,1.1748015700610654,1
42,1,3,3,5.434125328548191,5.035425048222674,0.3987002803255173,1
42,1,4,1,14.51403342206657,13.357589550596087,1.1564438714704828,1
43,1,1,1,13.191888594267901,12.886381507179086,0.3055070870888148,1
43,1,1,2,7.280797719489325,6.1334092929581185,1.1473884265312062,1
43,1,1,3,11.109809888509918,9.80113754247146,1.308672346038458,1
43,1,2,1,13.398613028667203,13.130702732386231,0.26791029628097185,1
43,1,2,2,8.534213793027181,7.231671832734161,1.30254196029302,1
43,1,2,3,12.805255152438619,10.947996402475697,1.8572587499629218,1
43,1,3,3,13.226143185136785,11.701799111265098,1.5243440738716867,1
43,1,4,1,11.675498992914704,9.563483686424656,2.112015306490049,1
44,1,1,1,11.238593246765731,10.006321234085236,1.232272012680495,1
44,1,1,2,10.866084631754742,9.057999025542376,1.8080856062123658,1
44,1,1,3,12.36873744944182,12.029332064409035,0.3394053850327854,1
44,1,2,1,7.167398000907756,5.871123263504801,1.296274737402955,1
44,1,2,2,5.236385860463364,4.861430785919005,0.37495507454435906,1
44,1,2,3,11.070940360887807,10.067243179032074,1.003697181855733,1
44,1,3,3,7.319470961159754,6.427821786042534,0.8916491751172204,1
44,1,4,1,10.94476335186173,9.843209823741647,1.1015535281200837,1
45,1,1,1,14.877855202148872,12.308270338190317,2.5695848639585552,1
45,1,1,2,11.951445540475937,10.527595179978903,1.4238503604970347,1
45,1,1,3,9.281996149256148,8.75774485891572,0.5242512903404286,1
45,1,2,1,11.924361513243696,11.903508174809858,0.020853338433838076,0
45,1,2,2,6.283942894541252,5.157998133933165,1.1259447606080872,1
45,1,2,3,12.24338817128741,11.210993644650662,1.0323945266367485,1
45,1,3,3,7.741606665598058,6.316252035746993,1.425354629851065,1
45,1,4,1,5.856582495964306,5.732646521693222,0.12393597427108372,1
46,1,1,1,6.918673247187429,5.982399032891916,0.9362742142955129,1
46,1,1,2,7.26656402226988,6.329171894615318,0.9373921276545616,1
46,1,1,3,5.694238427460934,5.1465207834766895,0.5477176439842442,1
46,1,2,1,5.6761256359221495,5.449485327123247,0.22664030879890262,1
46,1,2,2,7.33712081910433,6.662123187525293,0.6749976315790365,1
46,1,2,3,13.800790875614583,12.837157191669775,0.9636336839448081,1
46,1,3,3,10.329577865513354,8.933708443854576,1.3958694216587784,1
46,1,4,1,8.330019130581979,7.779383133360785,0.5506359972211943,1
47,1,1,1,14.941393612211675,13.930874858474711,1.0105187537369638,1
47,1,1,2,10.57783417370025,10.008007326208245,0.5698268474920045,1
47,1,1,3,9.65205612283718,7.837744351498081,1.8143117713390993,1
47,1,2,1,10.622968158779099,10.532939108091766,0.09002905068733291,0
47,1,2,2,6.753029423576597,6.3343482048860205,0.4186812186905762,1
47,1,2,3,7.009336886590565,6.358628859999168,0.6507080265913965,1
47,1,3,3,5.966764496467196,5.310863059714963,0.6559014367522327,1
47,1,4,1,12.56163328895246,10.922519836996438,1.6391134519560229,1
48,1,1,1,11.64911724487218,11.17255176703145,0.47656547784072956,1
48,1,1,2,14.271778194794527,12.087174505316792,2.1846036894777345,1
48,1,1,3,8.993159158093082,7.468667619698962,1.5244915383941198,1
48,1,2,1,14.924835021583752,14.706935319490713,0.21789970209303888,1
48,1,2,2,10.399571302805596,10.071014099085254,0.3285572037203419,1
48,1,2,3,10.20957977272042,9.440973383534521,0.7686063891858996,1
48,1,3,3,5.891244321160166,5.602891972066548,0.2883523490936186,1
48,1,4,1,6.2771348363523485,6.058775448890114,0.21835938746223427,1
1,2,1,1,12.820280876703858,12.073485920350995,0.7467949563528631,1
1,2,1,2,5.361603805247621,4.614333873541083,0.7472699317065379,1
1,2,1,3,7.631125699108429,6.654549798134842,0.9765759009735868,1
1,2,2,1,5.876427467638385,5.802334911566389,0.07409255607199672,0
1,2,2,2,10.538022407123762,9.074342332026069,1.4636800750976935,1
1,2,2,3,8.969815170742834,7.9781169630372695,0.9916982077055643,1
1,2,3,3,11.005943333606172,9.93986237879176,1.066080954814412,1
1,2,4,1,14.193919732144174,12.765907742949771,1.4280119891944025,1
2,2,1,1,14.921580148233126,14.478185268026392,0.4433948802067338,1
2,2,1,2,7.085105143573358,6.986757103230359,0.09834804034299882,0
2,2,1,3,6.1636639788547605,5.938628247634305,0.22503573122045584,1
2,2,2,1,8.8062329347658,8.59131562312904,0.21491731163676064,1
2,2,2,2,13.680566901074503,13.149556791576474,0.5310101094980286,1
